,Object_code,Function_code,Title,Category_State,Category_Edstruments,Major_Category_Edstruments,State
796,53040,,Nursing Services,Purchased Professional Services,Purchased Professional Services,Purchased Professional and Technical Services,Connecticut
797,53050,,Prof Services For Handicapped,Purchased Professional Services,Purchased Professional Services,Purchased Professional and Technical Services,Connecticut
798,53060,,Curriculum Development,Purchased Professional Services,Purchased Professional Services,Purchased Professional and Technical Services,Connecticut
799,53070,,Testing / Scoring,Purchased Professional Services,Purchased Professional Services,Purchased Professional and Technical Services,Connecticut
800,53100,,Official/Admin Services,Purchased Professional Services,Purchased Professional Services,Purchased Professional and Technical Services,Connecticut
801,53200,,Professional Educational Services,Purchased Professional Services,Purchased Professional Services,Purchased Professional and Technical Services,Connecticut
802,53210,,Tutors,Purchased Professional Services,Purchased Professional Services,Purchased Professional and Technical Services,Connecticut
803,53220,,In Service,Purchased Professional Services,Purchased Professional Services,Purchased Professional and Technical Services,Connecticut
804,53230,,Pupil Services,Purchased Professional Services,Purchased Professional Services,Purchased Professional and Technical Services,Connecticut
805,53240,,Field Trips,Purchased Professional Services,Travel,Purchased Professional and Technical Services,Connecticut
806,53250,,Parent Activities,Purchased Professional Services,Other Purchased Services,Purchased Professional and Technical Services,Connecticut
807,53300,,Other Professional/Tech Services,Purchased Professional Services,Purchased Professional Services,Purchased Professional and Technical Services,Connecticut
808,53400,,Other Professional Services,Purchased Professional Services,Purchased Professional Services,Purchased Professional and Technical Services,Connecticut
809,53410,,Audit/Accounting Services,Purchased Professional Services,Purchased Professional Services,Purchased Professional and Technical Services,Connecticut
810,53500,,Technical Services,Purchased Professional Services,Purchased Professional Services,Purchased Professional and Technical Services,Connecticut
811,53510,,Data Processing And Coding Services,Purchased Professional Services,Purchased Professional Services,Purchased Professional and Technical Services,Connecticut
812,53520,,Other Technical Services,Purchased Professional Services,Purchased Professional Services,Purchased Professional and Technical Services,Connecticut
813,53530,,Police Services,Purchased Professional Services,Purchased Professional Services,Purchased Professional and Technical Services,Connecticut
814,53540,,Sports Officials,Purchased Professional Services,Purchased Professional Services,Purchased Professional and Technical Services,Connecticut
815,53590,,Substitute Calling,Purchased Professional Services,Purchased Professional Services,Purchased Professional and Technical Services,Connecticut
816,53900,,Other Purchased Professional and Technical Services,Purchased Professional Services,Other Purchased Services,Purchased Professional and Technical Services,Connecticut
817,54100,,Utility Services,Purchased Property Services,Utilities/Energy,Purchased Property Services,Connecticut
818,54101,,Refuse Removal,Purchased Property Services,Maintenance Costs,Purchased Property Services,Connecticut
819,54102,,Septic Cleaning/Haul,Purchased Property Services,Maintenance Costs,Purchased Property Services,Connecticut
820,54103,,Snow Plowing / Sanding,Purchased Property Services,Maintenance Costs,Purchased Property Services,Connecticut
821,54200,,Cleaning Services,Purchased Property Services,Maintenance Costs,Purchased Property Services,Connecticut
822,54300,,Repairs & Maintenance,Purchased Property Services,Maintenance Costs,Purchased Property Services,Connecticut
823,54301,,Building Maintenance,Purchased Property Services,Maintenance Costs,Purchased Property Services,Connecticut
824,54302,,Fire / Security Maintenance,Purchased Property Services,Maintenance Costs,Purchased Property Services,Connecticut
825,54303,,Grounds Maintenance,Purchased Property Services,Maintenance Costs,Purchased Property Services,Connecticut
826,54310,,Non-Technology Related Repairs,Purchased Property Services,Maintenance Costs,Purchased Property Services,Connecticut
827,54320,,Technology Related Repairs And Equipment,Purchased Property Services,Maintenance Costs,Purchased Property Services,Connecticut
828,54400,,Rentals,Purchased Property Services,Rentals,Purchased Property Services,Connecticut
829,54410,,Rental Of Land & Buildings,Purchased Property Services,Rentals,Purchased Property Services,Connecticut
830,54411,,Water/Sewer,Purchased Property Services,Utilities/Energy,Purchased Property Services,Connecticut
831,54420,,Rental Of Equipment And Vehicles,Purchased Property Services,Rentals,Purchased Property Services,Connecticut
832,54421,,Disposal,Purchased Property Services,Maintenance Costs,Purchased Property Services,Connecticut
833,54422,,Snow Plowing,Purchased Property Services,Maintenance Costs,Purchased Property Services,Connecticut
834,54423,,Custodial Services,Purchased Property Services,Maintenance Costs,Purchased Property Services,Connecticut
835,54424,,Lawn Care,Purchased Property Services,Maintenance Costs,Purchased Property Services,Connecticut
836,54430,,Rental Of Computer Related Equipment,Purchased Property Services,Rentals,Purchased Property Services,Connecticut
837,54440,,Rentals - Other,Purchased Property Services,Rentals,Purchased Property Services,Connecticut
838,54500,,Construction Services,Purchased Property Services,Buildings,Capital,Connecticut
839,54900,,Other Purchased Property Services,Purchased Property Services,Other Property Services,Purchased Property Services,Connecticut
840,55010,,Other Purchased Services,Purchased Other Services,Other Purchased Services,Purchased Professional and Technical Services,Connecticut
841,55020,,Whole School Management Service,Purchased Other Services,Other Purchased Services,Purchased Professional and Technical Services,Connecticut
842,55100,,Pupil Transportation,Purchased Other Services,Busing/Transportation,Purchased Professional and Technical Services,Connecticut
843,55103,,Transportation - VOAG,Purchased Other Services,Busing/Transportation,Purchased Professional and Technical Services,Connecticut
844,55105,,Transportation - Summer,Purchased Other Services,Busing/Transportation,Purchased Professional and Technical Services,Connecticut
845,55109,,Transportation-Sp Ed Out Of Town,Purchased Other Services,Busing/Transportation,Purchased Professional and Technical Services,Connecticut
846,55110,,Student Transportation From Another In-State School District,Purchased Other Services,Busing/Transportation,Purchased Professional and Technical Services,Connecticut
847,55120,,Student Transportation From Another Out-Of-State School District,Purchased Other Services,Busing/Transportation,Purchased Professional and Technical Services,Connecticut
848,55150,,Transportation-Athletics/Student Activities,Purchased Other Services,Busing/Transportation,Purchased Professional and Technical Services,Connecticut
849,55190,,Student Transportation Purchased From Other Sources,Purchased Other Services,Busing/Transportation,Purchased Professional and Technical Services,Connecticut
850,55200,,Insurance Other Than Employee Benefits,Purchased Other Services,Other Purchased Services,Purchased Professional and Technical Services,Connecticut
851,55300,,Communications,Purchased Other Services,Other Purchased Services,Purchased Professional and Technical Services,Connecticut
852,55301,,Postage,Purchased Other Services,Other Purchased Services,Purchased Professional and Technical Services,Connecticut
853,55400,,Advertising,Purchased Other Services,Other Purchased Services,Purchased Professional and Technical Services,Connecticut
854,55500,,Printing & Binding,Purchased Other Services,Other Purchased Services,Purchased Professional and Technical Services,Connecticut
855,55510,,Photocopy  Costs,Purchased Other Services,Other Purchased Services,Purchased Professional and Technical Services,Connecticut
856,55600,,Tuition,Purchased Other Services,Tuition,Employee Benefits,Connecticut
857,55610,,Tuition To Other Districts In The State,Purchased Other Services,Tuition,Employee Benefits,Connecticut
858,55620,,Tuition To Other Districts Outside The State,Purchased Other Services,Tuition,Employee Benefits,Connecticut
859,55630,,Tuition To Private Sources,Purchased Other Services,Tuition,Employee Benefits,Connecticut
860,55640,,Tuition To Educational Agencies Within The State,Purchased Other Services,Tuition,Employee Benefits,Connecticut
861,55650,,Tuition To Educational Agencies Outside The State,Purchased Other Services,Tuition,Employee Benefits,Connecticut
862,55660,,Tuition To Charter Schools,Purchased Other Services,Tuition,Employee Benefits,Connecticut
863,55670,,Tuition To School District For Voucher Payments,Purchased Other Services,Tuition,Employee Benefits,Connecticut
864,55690,,Tuition - Other,Purchased Other Services,Tuition,Employee Benefits,Connecticut
865,55700,,Food Service Management,Purchased Other Services,Food,Other Financing Uses,Connecticut
866,55800,,Travel Reimbursement,Purchased Other Services,Travel,Purchased Professional and Technical Services,Connecticut
867,55900,,Interagency Purchased Services,Purchased Other Services,Other Purchased Services,Purchased Professional and Technical Services,Connecticut
868,55910,,Services Purchased From Another School District Or Educational Agency within state,Purchased Other Services,Other Purchased Services,Purchased Professional and Technical Services,Connecticut
869,55920,,Services Purchased From Another School District Or Educational Agency out of state,Purchased Other Services,Other Purchased Services,Purchased Professional and Technical Services,Connecticut
870,55990,,Other - Other Purchased Services,Purchased Other Services,Other Purchased Services,Purchased Professional and Technical Services,Connecticut
871,56100,,General Supplies,Supplies,Instructional Curriculum,Supplies,Connecticut
872,56110,,Instructional Supplies,Supplies,Instructional Curriculum,Supplies,Connecticut
873,56120,,Admin Supplies,Supplies,Instructional Curriculum,Supplies,Connecticut
874,56200,,Energy,Supplies,Utilities/Energy,Purchased Property Services,Connecticut
875,56210,,Natural Gas,Supplies,Utilities/Energy,Purchased Property Services,Connecticut
876,56220,,Electricity,Supplies,Utilities/Energy,Purchased Property Services,Connecticut
877,56230,,Bottled Gas,Supplies,Utilities/Energy,Purchased Property Services,Connecticut
878,56240,,Oil,Supplies,Utilities/Energy,Purchased Property Services,Connecticut
879,56250,,Coal,Supplies,Utilities/Energy,Purchased Property Services,Connecticut
880,56260,,Gasoline,Supplies,Utilities/Energy,Purchased Property Services,Connecticut
881,56290,,Other,Supplies,Other Supplies,Supplies,Connecticut
882,56300,,Food,Supplies,Food,Other Financing Uses,Connecticut
883,56400,,Books and Periodicals,Supplies,Instructional Curriculum,Supplies,Connecticut
884,56410,,Textbooks,Supplies,Instructional Curriculum,Supplies,Connecticut
885,56420,,Library Books,Supplies,Instructional Curriculum,Supplies,Connecticut
886,56430,,Periodicals,Supplies,Instructional Curriculum,Supplies,Connecticut
887,56500,,Supplies - Technology Related,Supplies,Supplies - Technology,Supplies,Connecticut
888,56900,,Other Supplies,Supplies,Other Supplies,Supplies,Connecticut
889,57100,,Land & Land Improvements,Capital Assets,Land,Capital,Connecticut
890,57200,,Buildings,Capital Assets,Buildings,Capital,Connecticut
891,57300,,Equipment,Capital Assets,Machinery and Equipment,Capital,Connecticut
892,57310,,Machinery,Capital Assets,Machinery and Equipment,Capital,Connecticut
893,57320,,Vehicles,Capital Assets,Machinery and Equipment,Capital,Connecticut
894,57330,,Furniture and Fixtures,Capital Assets,Machinery and Equipment,Capital,Connecticut
895,57340,,Technology - Related Hardware,Capital Assets,Supplies - Technology,Supplies,Connecticut
896,57345,,Instructional Equipment,Capital Assets,Machinery and Equipment,Capital,Connecticut
897,57350,,Technology Software,Capital Assets,Supplies - Technology,Supplies,Connecticut
898,57390,,Other Equipment,Capital Assets,Other Capital,Capital,Connecticut
899,57400,,Infrastructure,Capital Assets,Other Capital,Capital,Connecticut
900,57500,,Improvements other than buildings,Capital Assets,Other Capital,Capital,Connecticut
901,57600,,Intangibles,Capital Assets,Other Capital,Capital,Connecticut
